;;;;;;;;;سعودي;سعودي;سعودي;غير سعودي;غير سعودي;غير سعودي;المجموع;المجموع;المجموع;NA
YR;SS;DS;IT;IN;CO;SE;SP;SSYS;ذكر ;أنثى ;جملة ;ذكر ;أنثى ;جملة ;ذكر ;أنثى ;جملة ;GE
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الخاصة;صعوبات التعلم;جملة;42;30;72;0;0;0;42;30;72;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الخاصة;الاضطرابات السلوكية والانفعالية;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الخاصة;الاضطرابات السلوكية والانفعالية;ماجستير;2;5;7;0;0;0;2;5;7;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الخاصة;الاضطرابات السلوكية والانفعالية;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الخاصة;الاضطرابات السلوكية والانفعالية;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الخاصة;الاضطرابات السلوكية والانفعالية;جملة;2;5;7;0;0;0;2;5;7;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;جملة;ماجستير;32;50;82;0;0;0;32;50;82;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;جملة;دكتوراه;7;1;8;0;1;1;7;2;9;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;جملة;جملة;39;51;90;0;1;1;39;52;91;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;تربية فنية;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;تربية فنية;ماجستير;32;50;82;0;0;0;32;50;82;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;تربية فنية;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;تربية فنية;دكتوراه;7;1;8;0;1;1;7;2;9;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;التربية الفنية;تربية فنية;جملة;39;51;90;0;1;1;39;52;91;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;جملة;ماجستير;14;27;41;12;5;17;26;32;58;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;جملة;دكتوراه;19;14;33;3;1;4;22;15;37;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;جملة;جملة;33;41;74;15;6;21;48;47;95;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;تفسير وحديث;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;تفسير وحديث;ماجستير;7;7;14;2;1;3;9;8;17;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;تفسير وحديث;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;تفسير وحديث;دكتوراه;4;6;10;2;1;3;6;7;13;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;تفسير وحديث;جملة;11;13;24;4;2;6;15;15;30;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;العقيدة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;العقيدة;ماجستير;4;11;15;4;3;7;8;14;22;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;العقيدة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;العقيدة;دكتوراه;3;7;10;0;0;0;3;7;10;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;العقيدة;جملة;7;18;25;4;3;7;11;21;32;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;فقه وأصول;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;فقه وأصول;ماجستير;3;9;12;6;1;7;9;10;19;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;فقه وأصول;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;فقه وأصول;دكتوراه;12;1;13;1;0;1;13;1;14;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;الدراسات الإسلامية;فقه وأصول;جملة;15;10;25;7;1;8;22;11;33;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;جملة;ماجستير;110;122;232;3;1;4;113;123;236;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;جملة;دكتوراه;5;1;6;3;0;3;8;1;9;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;جملة;جملة;115;123;238;6;1;7;121;124;245;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;المناهج وطرق التدريس العامة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;المناهج وطرق التدريس العامة;ماجستير;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;المناهج وطرق التدريس العامة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;المناهج وطرق التدريس العامة;دكتوراه;0;0;0;3;0;3;3;0;3;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;المناهج وطرق التدريس العامة;جملة;0;0;0;3;0;3;3;0;3;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;تعليم اللغة الإنجليزية للناطقين بلغات أخرى;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;تعليم اللغة الإنجليزية للناطقين بلغات أخرى;ماجستير;1;3;4;0;0;0;1;3;4;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;تعليم اللغة الإنجليزية للناطقين بلغات أخرى;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;تعليم اللغة الإنجليزية للناطقين بلغات أخرى;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;تعليم اللغة الإنجليزية للناطقين بلغات أخرى;جملة;1;3;4;0;0;0;1;3;4;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;طرق تدريس التربية البدنية;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة الملك سعود دراسات عليا;جامعة الملك سعود دراسات عليا;التربية;المناهج وطرق التدريس;طرق تدريس التربية البدنية;ماجستير;22;0;22;0;0;0;22;0;22;
